child,parent,source
us-gaap:ContractWithCustomerLiabilityCumulativeCatchUpAdjustmentToRevenueChangeInEstimateOfTransactionPrice,us-gaap:Liabilities,auto
us-gaap:DeferredCompensationLiabilityCurrent,us-gaap:Liabilities,auto
us-gaap:DeferredTaxAssetsInvestmentInSubsidiaries,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanActualReturnOnPlanAssets,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsAccumulatedBenefitObligation,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsPlanAssets,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsProjectedBenefitObligation,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanPlanAssetsBenefitsPaid,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanPlanAssetsForeignCurrencyTranslationGainLoss,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanSettlementsPlanAssets,us-gaap:Assets,auto
us-gaap:DerivativeAssetFairValueGrossLiability,us-gaap:Assets,auto
us-gaap:DerivativeAssetFairValueOfCollateral,us-gaap:Assets,auto
us-gaap:DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,us-gaap:Assets,auto
us-gaap:DerivativeAssetNotOffsetPolicyElectionDeduction,us-gaap:Assets,auto
us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowed,us-gaap:Assets,auto
us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedAmountOffsetAgainstCollateral,us-gaap:Assets,auto
us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedCollateralObligationToReturnSecurities,us-gaap:Assets,auto
us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedGross,us-gaap:Assets,auto
us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedLiability,us-gaap:Assets,auto
us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedNotOffsetPolicyElectionDeduction,us-gaap:Assets,auto
us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,us-gaap:Assets,auto
us-gaap:DerivativeAssetsNoncurrent,us-gaap:Assets,auto
us-gaap:DerivativeLiabilityFairValueGrossAsset,us-gaap:Assets,auto
us-gaap:DerivativeLiabilityFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilityNotOffsetPolicyElectionDeduction,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAmountOffsetAgainstCollateral,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAsset,us-gaap:Assets,auto
us-gaap:DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedCollateralRightToReclaimSecurities,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedGross,us-gaap:Liabilities,auto
us-gaap:EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile,us-gaap:Assets,auto
us-gaap:EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,us-gaap:Assets,auto
us-gaap:FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings,us-gaap:Assets,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetAndLiabilityGainLossIncludedInOtherComprehensiveIncomeLoss,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInEmployeeRelatedLiabilities,us-gaap:Liabilities,auto
us-gaap:GovernmentAssistanceLiabilityCurrent,us-gaap:Liabilities,auto
us-gaap:DerivativeAssetFairValueAfterOffsetAndDeductionSubjectToMasterNettingArrangement,us-gaap:Assets,auto
us-gaap:DerivativeAssetSecurityPurchasedUnderAgreementToResellSecurityBorrowedAfterOffsetAndDeductionSubjectToMasterNettingArrangement,us-gaap:Assets,auto
us-gaap:DerivativeLiabilityFairValueAfterOffsetAndDeductionSubjectToMasterNettingArrangement,us-gaap:Liabilities,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:BusinessCombinationContingentConsiderationLiabilityNoncurrent,us-gaap:Liabilities,auto
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,us-gaap:Assets,auto
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilities,us-gaap:Assets,auto
us-gaap:ContractWithCustomerAssetNet,us-gaap:Assets,auto
us-gaap:ContractWithCustomerAssetNetCurrent,us-gaap:Assets,auto
us-gaap:CostOfGoodsSoldSalesTypeLease,us-gaap:CostOfRevenue,auto
us-gaap:DeferredTaxAssetsHedgingTransactions,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsRestructuringCharges,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesDeferredExpenseCapitalizedSoftware,us-gaap:Liabilities,auto
us-gaap:DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateBenefitObligation,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,us-gaap:Assets,auto
us-gaap:DepositsAssetsNoncurrent,us-gaap:Assets,auto
us-gaap:DerivativeLiabilitiesNoncurrent,us-gaap:Liabilities,auto
us-gaap:EffectiveIncomeTaxRateReconciliationDispositionOfAssets,us-gaap:Assets,auto
us-gaap:FairValueAssetsMeasuredOnRecurringBasisCashAndCashEquivalents,us-gaap:Assets,auto
us-gaap:FairValueLiabilitiesLevel1ToLevel2TransfersAmount,us-gaap:Liabilities,auto
us-gaap:FairValueLiabilitiesLevel2ToLevel1TransfersAmount,us-gaap:Liabilities,auto
us-gaap:FederalIncomeTaxExpenseBenefitContinuingOperations,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:FinanceLeaseLiabilityPaymentsRemainderOfFiscalYear,us-gaap:Liabilities,auto
us-gaap:FinancialLiabilitiesFairValueDisclosure,us-gaap:Liabilities,auto
us-gaap:FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss,us-gaap:Assets,auto
us-gaap:FiniteLivedIntangibleAssetsPeriodIncreaseDecrease,us-gaap:Assets,auto
us-gaap:LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,us-gaap:Liabilities,auto
us-gaap:LiabilityForUncertainTaxPositionsNoncurrent,us-gaap:Liabilities,auto
us-gaap:OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlanNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostBeforeTax,us-gaap:Assets,auto
us-gaap:OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlanNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostNetOfTax,us-gaap:Assets,auto
us-gaap:OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlantNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostTax,us-gaap:Assets,auto
us-gaap:OtherSundryLiabilitiesNoncurrent,us-gaap:Liabilities,auto
us-gaap:PledgedAssetsSeparatelyReportedOtherAssetsPledgedAsCollateralAtFairValue,us-gaap:Assets,auto
us-gaap:PreferredStockSharesOutstanding,us-gaap:StockholdersEquity,auto
us-gaap:ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,us-gaap:OperatingExpenses,auto
us-gaap:TaxCutsAndJobsActOf2017MeasurementPeriodAdjustmentIncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,us-gaap:Assets,auto
us-gaap:PropertyPlantAndEquipmentExcludingLessorAssetUnderOperatingLeaseAccumulatedDepreciation,us-gaap:Assets,auto
us-gaap:PropertyPlantAndEquipmentExcludingLessorAssetUnderOperatingLeaseAfterAccumulatedDepreciation,us-gaap:Assets,auto
us-gaap:PropertyPlantAndEquipmentExcludingLessorAssetUnderOperatingLeaseBeforeAccumulatedDepreciation,us-gaap:Assets,auto
us-gaap:AssetsNoncurrent,us-gaap:Assets,auto
us-gaap:AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureOtherPercentageOfNonperformingAssets,us-gaap:Assets,auto
us-gaap:BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,us-gaap:Liabilities,auto
us-gaap:CommonStockSharesHeldInEmployeeTrust,us-gaap:StockholdersEquity,auto
us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReturnsAndAllowances,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesInterestsInFinancialAssetsContinuedToBeHeld,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesPrepaidExpenses,us-gaap:Liabilities,auto
us-gaap:DefinedBenefitPlanExpectedReturnOnPlanAssets,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecurities,us-gaap:Assets,auto
us-gaap:DerivativeLiabilityNotionalAmount,us-gaap:Liabilities,auto
us-gaap:FiniteLivedIntangibleAssetsWeightedAverageUsefulLife,us-gaap:Assets,auto
us-gaap:IncomeTaxExaminationLiabilityRefundAdjustmentFromSettlementWithTaxingAuthority,us-gaap:Liabilities,auto
us-gaap:LiabilitiesFairValueDisclosureNonrecurring,us-gaap:Liabilities,auto
us-gaap:ProductLiabilityAccrualPeriodExpense,us-gaap:Liabilities,auto
us-gaap:TaxCutsAndJobsActOf2017ChangeInTaxRateIncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit,auto
us-gaap:TreasuryStockDeferredEmployeeStockOwnershipPlan,us-gaap:StockholdersEquity,auto
us-gaap:ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,us-gaap:Assets,auto
us-gaap:CommonStockValueOutstanding,us-gaap:StockholdersEquity,auto
us-gaap:DeferredTaxAssetParentsBasisInDiscontinuedOperation,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsUnrealizedCurrencyLosses,us-gaap:Assets,auto
us-gaap:GainLossOnSalesOfAssetsAndAssetImpairmentCharges,us-gaap:Assets,auto
us-gaap:LiabilityForUncertainTaxPositionsCurrent,us-gaap:Liabilities,auto
us-gaap:NoncashOrPartNoncashAcquisitionFixedAssetsAcquired,us-gaap:Assets,auto
us-gaap:PledgedAssetsNotSeparatelyReportedOnStatementOfFinancialPosition,us-gaap:Assets,auto
us-gaap:PreferredStockValueOutstanding,us-gaap:StockholdersEquity,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,us-gaap:Assets,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpense,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,us-gaap:Liabilities,auto
us-gaap:PaymentsToAcquireOtherProductiveAssets,us-gaap:Assets,auto
us-gaap:PreferredStockNoParValue,us-gaap:StockholdersEquity,auto
us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInOperatingLeaseLiability,us-gaap:Liabilities,auto
us-gaap:AcquiredIndefiniteLivedIntangibleAssetAmount,us-gaap:Assets,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentAssetsMarketableSecurities,us-gaap:Assets,auto
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,us-gaap:Assets,auto
us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,us-gaap:Assets,auto
us-gaap:FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,us-gaap:Assets,auto
us-gaap:FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInInvestmentIncome,us-gaap:Assets,auto
us-gaap:FairValueAssetsMeasuredOnRecurringBasisGainLossIncludedInInvestmentIncome,us-gaap:Assets,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,us-gaap:Assets,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,us-gaap:Assets,auto
us-gaap:ForeignCurrencyCashFlowHedgeAssetAtFairValue,us-gaap:Assets,auto
us-gaap:ForeignCurrencyCashFlowHedgeLiabilityAtFairValue,us-gaap:Liabilities,auto
us-gaap:ForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,us-gaap:Liabilities,auto
us-gaap:HedgedLiabilityFairValueHedge,us-gaap:Liabilities,auto
us-gaap:HedgedLiabilityFairValueHedgeCumulativeIncreaseDecrease,us-gaap:Liabilities,auto
us-gaap:InterestRateFairValueHedgeAssetAtFairValue,us-gaap:Assets,auto
us-gaap:LossContingencyAccrualProductLiabilityNet,us-gaap:Liabilities,auto
us-gaap:LossContingencyAccrualProductLiabilityUndiscountedDueWithinOneYear,us-gaap:Liabilities,auto
us-gaap:NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed,us-gaap:Liabilities,auto
us-gaap:NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,us-gaap:Liabilities,auto
us-gaap:OtherAccountsPayableAndAccruedLiabilities,us-gaap:Liabilities,auto
us-gaap:OtherAssetsMiscellaneousCurrent,us-gaap:Assets,auto
us-gaap:OtherEmployeeRelatedLiabilitiesCurrent,us-gaap:Liabilities,auto
us-gaap:PaymentForContingentConsiderationLiabilityInvestingActivities,us-gaap:Liabilities,auto
us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,us-gaap:Liabilities,auto
us-gaap:PriceRiskCashFlowHedgeAssetAtFairValue,us-gaap:Assets,auto
us-gaap:PriceRiskCashFlowHedgeLiabilityAtFairValue,us-gaap:Liabilities,auto
us-gaap:PriceRiskDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,us-gaap:Assets,auto
us-gaap:TreasuryStockReissuedAtLowerThanRepurchasePrice,us-gaap:StockholdersEquity,auto
us-gaap:DerivativeAssetNotSubjectToMasterNettingArrangementDeduction,us-gaap:Assets,auto
us-gaap:DerivativeLiabilityNotSubjectToMasterNettingArrangementDeduction,us-gaap:Liabilities,auto
us-gaap:LiabilityForAsbestosAndEnvironmentalClaimsGrossPeriodIncreaseDecrease,us-gaap:Liabilities,auto
us-gaap:DeferredIncomeTaxesAndOtherAssetsNoncurrent,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsInvestments,us-gaap:Assets,auto
us-gaap:AccruedLiabilitiesAndOtherLiabilities,us-gaap:Liabilities,auto
us-gaap:AssetsHeldForSaleLongLivedFairValueDisclosure,us-gaap:Assets,auto
us-gaap:CapitalToRiskWeightedAssets,us-gaap:Assets,auto
us-gaap:CommonStockIncludingAdditionalPaidInCapitalNetOfDiscount,us-gaap:StockholdersEquity,auto
us-gaap:CommonStocksIncludingAdditionalPaidInCapitalNetOfDiscount,us-gaap:StockholdersEquity,auto
us-gaap:ContractuallySpecifiedServicingFeesLateFeesAndAncillaryFeesEarnedInExchangeForServicingFinancialAssets,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsStateTaxes,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetTransitionAssetsObligationsBeforeTax,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanAmortizationOfNetTransitionAssetObligation,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanFairValueOfPlanAssetsPeriodIncreaseDecrease,us-gaap:Assets,auto
us-gaap:FairValueAssetsMeasuredOnRecurringBasisFederalFundsSoldAndSecuritiesBorrowedOrPurchasedUnderAgreementsToResell,us-gaap:Assets,auto
us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase,us-gaap:Liabilities,auto
us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInOtherIncome,us-gaap:Liabilities,auto
us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInTradingRevenue,us-gaap:Liabilities,auto
us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisTradingLiabilities,us-gaap:Liabilities,auto
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,us-gaap:Assets,auto
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInOtherComprehensiveIncomeLoss,us-gaap:Assets,auto
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,us-gaap:Assets,auto
us-gaap:FinancialAssetsSoldUnderAgreementsToRepurchaseGrossIncludingNotSubjectToMasterNettingArrangement,us-gaap:Assets,auto
us-gaap:HedgedAssetFairValueHedge,us-gaap:Assets,auto
us-gaap:HedgedAssetFairValueHedgeCumulativeIncreaseDecrease,us-gaap:Assets,auto
us-gaap:HedgedAssetFairValueHedgeLastOfLayerAmount,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption,us-gaap:Assets,auto
us-gaap:LiabilitiesFairValueAdjustment,us-gaap:Liabilities,auto
us-gaap:NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired,us-gaap:Assets,auto
us-gaap:NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,us-gaap:Assets,auto
us-gaap:NonfinancialLiabilitiesFairValueDisclosure,us-gaap:Liabilities,auto
us-gaap:PreferredStockConversionsInducements,us-gaap:StockholdersEquity,auto
us-gaap:PreferredStockDiscountOnShares,us-gaap:StockholdersEquity,auto
us-gaap:PreferredStockDividendsAndOtherAdjustments,us-gaap:StockholdersEquity,auto
us-gaap:PreferredStockIncludingAdditionalPaidInCapital,us-gaap:StockholdersEquity,auto
us-gaap:PrepayableFinancialAssetClosedPortfolioLastOfLayerAmortizedCost,us-gaap:Assets,auto
us-gaap:ProceedsFromSaleOfForeclosedAssets,us-gaap:Assets,auto
us-gaap:SecuritiesLoanedIncludingNotSubjectToMasterNettingArrangementAndAssetsOtherThanSecuritiesTransferred,us-gaap:Assets,auto
us-gaap:SecuritizationFinancialAssetForWhichTransferIsAccountedAsSaleGainLossOnSale,us-gaap:Assets,auto
us-gaap:SegmentReportingEntityConsolidatedAssets,us-gaap:Assets,auto
us-gaap:SegmentReportingSegmentAssets,us-gaap:Assets,auto
us-gaap:ServicingAsset,us-gaap:Assets,auto
us-gaap:ServicingAssetAtFairValueAdditions,us-gaap:Assets,auto
us-gaap:ServicingAssetAtFairValueChangesInFairValueResultingFromChangesInValuationInputs,us-gaap:Assets,auto
us-gaap:ServicingAssetAtFairValueOtherChangesInFairValue,us-gaap:Assets,auto
us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateDeferredTaxAssetProvisionalIncomeTaxExpense,us-gaap:Assets,auto
us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingUndistributedAccumulatedEarningsOfForeignSubsidiaryProvisionalUnrecognizedDeferredTaxLiability,us-gaap:Liabilities,auto
us-gaap:DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,us-gaap:Assets,auto
us-gaap:DefinedBenefitPlanPlanAssetsLevel3ReconciliationIncreaseForPurchase,us-gaap:Assets,auto
us-gaap:PreferredStockRedemptionAmount,us-gaap:StockholdersEquity,auto
us-gaap:AccountsReceivableNet,us-gaap:CurrentAssets,auto
us-gaap:AdditionalPaidInCapitalPreferredStock,us-gaap:StockholdersEquity,auto
us-gaap:AncillaryFeeIncomeGeneratedByServicingFinancialAssetsAmount,us-gaap:Assets,auto
us-gaap:AssetsAverageOutstanding,us-gaap:Assets,auto
us-gaap:AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesDiscountRate,us-gaap:Assets,auto
us-gaap:AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesPrepaymentSpeed,us-gaap:Assets,auto
us-gaap:AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesWeightedAverageLife,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesOtherComprehensiveIncome,us-gaap:Liabilities,auto
us-gaap:DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,us-gaap:Liabilities,auto
us-gaap:DeferredTaxLiabilityNotRecognizedCumulativeAmountOfTemporaryDifference,us-gaap:Liabilities,auto
us-gaap:DepositLiabilitiesReclassifiedAsLoansReceivable,us-gaap:Liabilities,auto
us-gaap:DepositLiabilitiesReclassifiedAsLoansReceivable1,us-gaap:Liabilities,auto
us-gaap:DerivativeLiabilityFairValueOfCollateral,us-gaap:Liabilities,auto
us-gaap:GainLossOnSecuritizationOfFinancialAssets,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInDerivativeAssetsAndLiabilities,us-gaap:Assets,auto
us-gaap:IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,us-gaap:Liabilities,auto
us-gaap:InterestBearingDepositLiabilities,us-gaap:Liabilities,auto
us-gaap:LateFeeIncomeGeneratedByServicingFinancialAssetsAmount,us-gaap:Assets,auto
us-gaap:NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,us-gaap:Assets,auto
us-gaap:NoninterestBearingDepositLiabilities,us-gaap:Liabilities,auto
us-gaap:OtherAssetsMiscellaneous,us-gaap:Assets,auto
us-gaap:OtherRealEstateAndForeclosedAssets,us-gaap:Assets,auto
us-gaap:ProductLiabilityContingencyRecoveryFromThirdPartyOfEnvironmentalRemediationCost,us-gaap:Liabilities,auto
us-gaap:ResidualValueOfLeasedAsset,us-gaap:Assets,auto
us-gaap:SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInDiscountRate,us-gaap:Assets,auto
us-gaap:SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInDiscountRatePercent,us-gaap:Assets,auto
us-gaap:ServicingAssetAtAmortizedValue,us-gaap:Assets,auto
us-gaap:ServicingAssetAtAmortizedValueFairValue,us-gaap:Assets,auto
us-gaap:ValuationAllowanceForImpairmentOfRecognizedServicingAssetsProvisionsRecoveries,us-gaap:Assets,auto
us-gaap:VariableInterestEntityConsolidatedCarryingAmountLiabilities,us-gaap:Liabilities,auto
us-gaap:ForeclosedAssets,us-gaap:Assets,auto
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterReclassificationAdjustmentTax,us-gaap:Liabilities,auto
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterTaxAndReclassificationAdjustment,us-gaap:Liabilities,auto
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionBeforeTaxAfterReclassificationAdjustment,us-gaap:Liabilities,auto
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionAfterTax,us-gaap:Liabilities,auto
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionBeforeTax,us-gaap:Liabilities,auto
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionTax,us-gaap:Liabilities,auto
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodAfterTax,us-gaap:Liabilities,auto
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodBeforeTax,us-gaap:Liabilities,auto
us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodTax,us-gaap:Liabilities,auto
us-gaap:AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,us-gaap:Liabilities,auto
us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsForeign,us-gaap:Assets,auto
us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,us-gaap:Assets,auto
us-gaap:DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,us-gaap:Liabilities,auto
us-gaap:DeferredTaxLiabilitiesGrossCurrent,us-gaap:Liabilities,auto
us-gaap:DerivativeFinancialInstrumentsAssetsFairValueDisclosure,us-gaap:Assets,auto
us-gaap:EmployeeRelatedLiabilities,us-gaap:Liabilities,auto
us-gaap:BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsNotAmortizable,us-gaap:Assets,auto
us-gaap:BusinessCombinationContingentConsiderationAsset,us-gaap:Assets,auto
us-gaap:DerivativeInstrumentsInHedgesAssetsAtFairValue,us-gaap:Assets,auto
us-gaap:DerivativeInstrumentsInHedgesLiabilitiesAtFairValue,us-gaap:Liabilities,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,us-gaap:Liabilities,auto
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,us-gaap:Liabilities,auto
us-gaap:HedgedLiabilityDiscontinuedFairValueHedgeCumulativeIncreaseDecrease,us-gaap:Liabilities,auto
us-gaap:IndefiniteLivedIntangibleAssetsAcquiredDuringPeriod,us-gaap:Assets,auto
us-gaap:IndefiniteLivedIntangibleAssetsPeriodIncreaseDecrease,us-gaap:Assets,auto
us-gaap:IndefiniteLivedIntangibleAssetsTranslationAndPurchaseAccountingAdjustments,us-gaap:Assets,auto
us-gaap:OtherDerivativesNotDesignatedAsHedgingInstrumentsAssetsAtFairValue,us-gaap:Assets,auto
us-gaap:OtherDerivativesNotDesignatedAsHedgingInstrumentsLiabilitiesAtFairValue,us-gaap:Liabilities,auto
